"WAVMK"	389.002300	0.000050	1	0	0	0
"WAVMK"	390.002300	0.000050	1	0	0	0
"WAVMK"	391.002200	0.000050	1	0	0	0
"WAVMK"	392.002150	0.000050	1	0	0	0
"WAVMK"	393.002150	0.000050	1	0	0	0
"WAVMK"	394.002100	0.000050	1	0	0	0
"WAVMK"	395.002050	0.000050	1	0	0	0
"WAVMK"	396.002000	0.000050	1	0	0	0
"WAVMK"	397.001950	0.000050	1	0	0	0
"WAVMK"	398.001900	0.000050	1	0	0	0
"WAVMK"	399.001850	0.000050	1	0	0	0
"WAVMK"	400.001800	0.000050	1	0	0	0
"WAVMK"	401.001750	0.000050	1	0	0	0
"WAVMK"	402.001750	0.000050	1	0	0	0
"WAVMK"	403.001700	0.000050	1	0	0	0
"WAVMK"	404.001650	0.000050	1	0	0	0
"WAVMK"	405.001600	0.000050	1	0	0	0
"WAVMK"	406.001500	0.000050	1	0	0	0
"WAVMK"	407.001500	0.000050	1	0	0	0
"WAVMK"	408.001450	0.000050	1	0	0	0
"WAVMK"	409.001400	0.000050	1	0	0	0
"WAVMK"	410.001350	0.000050	1	0	0	0
"WAVMK"	411.001300	0.000050	1	0	0	0
"WAVMK"	412.001250	0.000050	1	0	0	0
"WAVMK"	413.001200	0.000050	1	0	0	0
"WAVMK"	414.001200	0.000050	1	0	0	0
"WAVMK"	415.001100	0.000050	1	0	0	0
"WAVMK"	416.001100	0.000050	1	0	0	0
"WAVMK"	417.001050	0.000050	1	0	0	0
"WAVMK"	418.001000	0.000050	1	0	0	0
"WAVMK"	419.000950	0.000050	1	0	0	0
"WAVMK"	420.000900	0.000050	1	0	0	0
"WAVMK"	421.000850	0.000050	1	0	0	0
"WAVMK"	422.000800	0.000050	1	0	0	0
"WAVMK"	423.000750	0.000050	1	0	0	0
"WAVMK"	424.000700	0.000050	1	0	0	0
"WAVMK"	425.000700	0.000050	1	0	0	0
"WAVMK"	426.000650	0.000050	1	0	0	0
"WAVMK"	427.000600	0.000050	1	0	0	0
"WAVMK"	428.000550	0.000050	1	0	0	0
"WAVMK"	429.000500	0.000050	1	0	0	0
"WAVMK"	430.000450	0.000050	1	0	0	0
"WAVMK"	431.000400	0.000050	1	0	0	0
"WAVMK"	432.000350	0.000050	1	0	0	0
"WAVMK"	433.000300	0.000050	1	0	0	0
"WAVMK"	434.000300	0.000050	1	0	0	0
"WAVMK"	435.000250	0.000050	1	0	0	0
"WAVMK"	436.000200	0.000050	1	0	0	0
"WAVMK"	437.000150	0.000050	1	0	0	0
"WAVMK"	438.000100	0.000050	1	0	0	0
